,state_abb,model_date,DEM,IND,REP,model,DEM_win_prob,IND_win_prob,REP_win_prob
2963,VA,2024-08-16,50.07881927,3.867328882,45.00548172,Silver Bulletin,0.813475013,0.000175,0.186350003
2964,ND,2024-08-16,30.68725014,4.287394047,62.69488144,Silver Bulletin,0.0067,0.00225,0.991050005
2965,VT,2024-08-16,60.63948059,4.501550198,32.07529068,Silver Bulletin,0.989750028,0.002875,0.007375
2966,SD,2024-08-16,34.38412857,3.860142946,60.30907059,Silver Bulletin,0.01405,0.00175,0.984200001
2967,WI,2024-08-16,48.66460037,3.374684095,46.8981514,Silver Bulletin,0.614499986,7.5e-05,0.385425001
2968,RI,2024-08-17,55.39608002,3.897461891,39.43843079,Silver Bulletin,0.97025001,0.000775,0.028975001
2969,MO,2024-08-17,39.56755066,3.616614103,55.63317108,Silver Bulletin,0.007875,0.000725,0.991400003
2970,WY,2024-08-17,26.55073929,2.685214043,67.53885651,Silver Bulletin,0.002325,0.00135,0.996325016
2971,NE-02,2024-08-17,48.58478928,4.200888157,45.94741058,Silver Bulletin,0.651650012,0.001325,0.347025007
2972,LA,2024-08-17,38.72602081,3.185550928,57.1111908,Silver Bulletin,0.017750001,0.0007,0.981549978
2973,MI,2024-08-17,48.55986023,3.836513996,46.54470062,Silver Bulletin,0.634050012,0.000125,0.365824997
2974,NC,2024-08-17,47.4509697,2.884341002,48.78128052,Silver Bulletin,0.406500012,0.0,0.593500018
2975,NH,2024-08-17,50.22251129,3.963954926,44.84804916,Silver Bulletin,0.752924979,0.000175,0.246900007
2976,OR,2024-08-17,51.28789139,4.739149094,41.82212067,Silver Bulletin,0.930299997,0.00055,0.069150001
2977,DC,2024-08-17,86.01859283,2.681777954,7.333910942,Silver Bulletin,0.999499977,0.0005,0.0
2978,DE,2024-08-17,52.42570114,3.493046999,43.23154068,Silver Bulletin,0.941974998,0.00035,0.057675
2979,AZ,2024-08-17,48.14048004,2.306624889,48.08823013,Silver Bulletin,0.502025008,7.5e-05,0.497900009
2980,IA,2024-08-17,42.87311935,3.799787998,51.95943832,Silver Bulletin,0.111625001,0.00105,0.887324989
2981,NE,2024-08-17,37.36325836,4.084362984,56.88724899,Silver Bulletin,0.006375,0.00045,0.99317503
2982,CT,2024-08-17,55.46873856,3.475820065,40.19559097,Silver Bulletin,0.980599999,0.000725,0.018674999
2983,MT,2024-08-17,39.27019119,3.374252081,55.60454941,Silver Bulletin,0.041625001,0.000175,0.958199978
2984,OH,2024-08-17,42.90803146,4.77231884,51.30197906,Silver Bulletin,0.084974997,0.000425,0.914600015
2985,MD,2024-08-17,61.06919098,3.959593058,33.46878052,Silver Bulletin,0.997099996,0.001075,0.001825
2986,TN,2024-08-17,36.12783051,3.389458895,59.33547974,Silver Bulletin,0.003975,0.0005,0.995525002
2987,IL,2024-08-17,54.65961075,3.859457016,40.25407028,Silver Bulletin,0.989075005,0.0007,0.010225
2988,WI,2024-08-17,48.62612152,3.415232897,46.89268875,Silver Bulletin,0.611824989,7.5e-05,0.388099998
2989,ME,2024-08-17,51.9813118,2.102406979,44.78887939,Silver Bulletin,0.798874974,7.5e-05,0.201049998
2990,AR,2024-08-17,33.97294998,3.846741915,60.55699921,Silver Bulletin,0.005525,0.001275,0.993200004
2991,NE-01,2024-08-17,39.10710907,4.253840923,54.9204483,Silver Bulletin,0.0178,0.001175,0.981024981
2992,FL,2024-08-17,45.32310867,3.33197403,50.53469086,Silver Bulletin,0.192849994,0.0,0.807150006
2993,NM,2024-08-17,50.55690002,4.807889938,43.03535843,Silver Bulletin,0.855499983,0.00095,0.143549994
2994,MA,2024-08-17,60.92026901,4.035521984,33.50767899,Silver Bulletin,0.993924975,0.001025,0.00505
2995,MN,2024-08-17,51.2650795,3.75680089,43.32114029,Silver Bulletin,0.905624986,0.00015,0.094224997
2996,MS,2024-08-17,40.01134109,2.992944002,56.16809082,Silver Bulletin,0.063050002,0.0008,0.936150014
2997,CA,2024-08-17,59.72151947,3.945760965,34.38591003,Silver Bulletin,0.996774971,0.000825,0.0024
2998,KY,2024-08-17,34.88182068,3.065443039,60.79156876,Silver Bulletin,0.003925,0.000625,0.99545002
2999,SD,2024-08-17,34.37387085,3.886188984,60.29796982,Silver Bulletin,0.013625,0.001625,0.984749973
3000,WA,2024-08-17,53.95666122,4.435948849,39.25838089,Silver Bulletin,0.980400026,0.000375,0.019224999
3001,UT,2024-08-17,36.23468018,4.633554935,56.49671173,Silver Bulletin,0.02805,0.00325,0.968699992
3002,VA,2024-08-17,50.05308914,3.906358004,44.98743057,Silver Bulletin,0.815625012,0.0001,0.184275001
3003,ID,2024-08-17,31.49684906,4.46884203,61.37023163,Silver Bulletin,0.005075,0.001875,0.993049979
3004,SC,2024-08-17,41.82184982,3.23080492,54.1211319,Silver Bulletin,0.041825,0.000425,0.957750022
3005,TX,2024-08-17,44.38304901,3.313977003,51.34648895,Silver Bulletin,0.132249996,0.00035,0.867399991
3006,HI,2024-08-17,60.31954956,3.963757992,34.43663025,Silver Bulletin,0.957300007,0.002875,0.039825
3007,NY,2024-08-17,56.27481842,1.726449966,40.47854996,Silver Bulletin,0.985050023,0.0002,0.01475
3008,GA,2024-08-17,47.26890945,2.921624899,49.08686066,Silver Bulletin,0.379000008,0.0,0.620999992
3009,VT,2024-08-17,60.54481888,4.57570219,32.098629,Silver Bulletin,0.989799976,0.00235,0.00785
3010,AK,2024-08-17,40.84091187,4.558797836,52.30854034,Silver Bulletin,0.194625005,0.00585,0.799525023
3011,IN,2024-08-17,39.68740082,3.77659297,55.30189133,Silver Bulletin,0.015799999,0.00085,0.983349979
3012,ND,2024-08-17,30.66212082,4.340353012,62.65824127,Silver Bulletin,0.006675,0.00225,0.991074979
3013,ME-01,2024-08-17,57.31645966,2.751660109,38.41685104,Silver Bulletin,0.980499983,7.5e-05,0.019424999
3014,ME-02,2024-08-17,45.14651871,2.223249912,51.51361847,Silver Bulletin,0.243599996,0.00045,0.755949974
3015,NE-03,2024-08-17,22.51737976,3.76496911,71.65142822,Silver Bulletin,0.00105,0.001375,0.997574985
3016,WV,2024-08-17,28.87618065,3.429763079,66.29649353,Silver Bulletin,0.00445,0.00085,0.994700015
3017,KS,2024-08-17,39.23968887,4.11042881,55.08253098,Silver Bulletin,0.0132,0.001075,0.985724986
3018,PA,2024-08-17,48.43801117,3.126867056,47.65430069,Silver Bulletin,0.555949986,0.0,0.444050014
3019,NJ,2024-08-17,54.06879044,3.45856595,41.52685928,Silver Bulletin,0.960974991,0.000875,0.038150001
3020,AL,2024-08-17,35.71929932,3.125379086,60.28741074,Silver Bulletin,0.007525,0.000625,0.991850019
3021,NV,2024-08-17,47.34711838,3.501523018,47.54373169,Silver Bulletin,0.485475004,5e-05,0.514474988
3022,CO,2024-08-17,51.21289825,4.26019001,42.49493027,Silver Bulletin,0.901175022,0.001275,0.097549997
3023,OK,2024-08-17,31.52014923,3.72114706,63.38605881,Silver Bulletin,0.00195,0.001175,0.996874988
3024,IN,2024-08-18,39.72441101,3.704008102,55.33620071,Silver Bulletin,0.014925,0.00095,0.984125018
3025,MA,2024-08-18,60.97095108,3.963992119,33.53865814,Silver Bulletin,0.993550003,0.0013,0.00515
3026,RI,2024-08-18,55.42844009,3.817671061,39.48600006,Silver Bulletin,0.971225023,0.001075,0.0277
3027,NE,2024-08-18,37.41759872,3.980201006,56.93669891,Silver Bulletin,0.0064,0.0003,0.993300021
3028,MI,2024-08-18,48.55733109,3.768740892,46.6137886,Silver Bulletin,0.628449976,0.00015,0.371399999
3029,AR,2024-08-18,34.03757095,3.720588923,60.62374115,Silver Bulletin,0.0055,0.001275,0.993224978
3030,HI,2024-08-18,60.37652969,3.909054995,34.42856979,Silver Bulletin,0.958000004,0.0026,0.0394
3031,MD,2024-08-18,61.11951065,3.869813919,33.50691986,Silver Bulletin,0.997349977,0.0011,0.00155
3032,DC,2024-08-18,86.1219635,2.552356005,7.356358051,Silver Bulletin,0.999475002,0.00045,7.5e-05
3033,MN,2024-08-18,51.29658127,3.660476923,43.37638092,Silver Bulletin,0.907649994,0.0002,0.092150003
3034,GA,2024-08-18,47.3356514,2.854243994,49.09640121,Silver Bulletin,0.380374998,2.5e-05,0.619599998
3035,OR,2024-08-18,51.33261871,4.64679718,41.86355972,Silver Bulletin,0.932775021,0.000625,0.066600002
3036,ME,2024-08-18,51.96376038,2.066319942,44.84051132,Silver Bulletin,0.79627502,0.000175,0.203549996
3037,IA,2024-08-18,42.92618942,3.722523928,51.98149109,Silver Bulletin,0.110224999,0.000875,0.888899982
3038,ME-02,2024-08-18,45.09029007,2.209063053,51.58176041,Silver Bulletin,0.236524999,0.00055,0.762925029
3039,DE,2024-08-18,52.46641922,3.400312901,43.28826141,Silver Bulletin,0.943825006,0.000575,0.055599999
3040,VT,2024-08-18,60.60034943,4.481235027,32.13002014,Silver Bulletin,0.989600003,0.002675,0.007725
3041,AL,2024-08-18,35.76082993,3.054230928,60.31676102,Silver Bulletin,0.0077,0.0007,0.991599977
3042,VA,2024-08-18,50.10746002,3.828166008,45.0230484,Silver Bulletin,0.818575025,0.0001,0.181325004
3043,SD,2024-08-18,34.40906906,3.824719906,60.31869125,Silver Bulletin,0.01355,0.00165,0.984799981
3044,NY,2024-08-18,56.27980042,1.656288981,40.5542717,Silver Bulletin,0.985074997,5e-05,0.014875
3045,NH,2024-08-18,50.27909088,3.864871979,44.89416885,Silver Bulletin,0.753849983,0.000275,0.245875001
3046,ME-01,2024-08-18,57.3387413,2.688206911,38.46596909,Silver Bulletin,0.980374992,7.5e-05,0.019549999
3047,FL,2024-08-18,45.35395813,3.27728796,50.55945969,Silver Bulletin,0.190599993,2.5e-05,0.809374988
3048,OK,2024-08-18,31.56967926,3.617336988,63.44728088,Silver Bulletin,0.001875,0.001175,0.996949971
3049,CA,2024-08-18,59.77019119,3.881942987,34.38314819,Silver Bulletin,0.996649981,0.000875,0.002475
3050,TN,2024-08-18,36.16761017,3.30696106,59.38389969,Silver Bulletin,0.003225,0.0005,0.996275008
3051,OH,2024-08-18,42.94837952,4.694697857,51.34392929,Silver Bulletin,0.081150003,0.000525,0.918325007
3052,WY,2024-08-18,26.5419693,2.639390945,67.60809326,Silver Bulletin,0.0022,0.00135,0.996450007
3053,NE-01,2024-08-18,39.17174149,4.142442226,54.97526169,Silver Bulletin,0.0167,0.000875,0.982424974
3054,NE-03,2024-08-18,22.56555939,3.639137983,71.7263031,Silver Bulletin,0.00125,0.0013,0.997449994
3055,UT,2024-08-18,36.27064896,4.593475819,56.49834061,Silver Bulletin,0.027975,0.00315,0.968874991
3056,AK,2024-08-18,40.87863922,4.477793217,52.35422134,Silver Bulletin,0.195950001,0.0057,0.798349977
3057,NE-02,2024-08-18,48.63473892,4.1228652,45.96982956,Silver Bulletin,0.654725015,0.00125,0.344024986
3058,NV,2024-08-18,47.40132904,3.437098026,47.55619812,Silver Bulletin,0.488700002,5e-05,0.511250019
3059,CO,2024-08-18,51.29777908,4.128313065,42.54848862,Silver Bulletin,0.902199984,0.001,0.096799999
3060,ND,2024-08-18,30.69860077,4.275383949,62.69329071,Silver Bulletin,0.006175,0.0021,0.991725028
3061,NC,2024-08-18,47.48949814,2.836473942,48.79640961,Silver Bulletin,0.405874997,0.0,0.594124973
3062,CT,2024-08-18,55.52339172,3.381669998,40.2385788,Silver Bulletin,0.981374979,0.000675,0.01795
3063,NM,2024-08-18,50.61951828,4.697738171,43.08248901,Silver Bulletin,0.857774973,0.0006,0.141625002
3064,IL,2024-08-18,54.70090866,3.793250084,40.27614975,Silver Bulletin,0.990225017,0.0006,0.009175
3065,MT,2024-08-18,39.31826019,3.310362101,55.61497879,Silver Bulletin,0.040849999,2.5e-05,0.959124982
3066,SC,2024-08-18,41.85092163,3.163801908,54.16191101,Silver Bulletin,0.040925,0.0003,0.958774984
3067,MO,2024-08-18,39.61537933,3.530241013,55.67810822,Silver Bulletin,0.00835,0.000575,0.991074979
3068,WA,2024-08-18,54.03091812,4.330144882,39.2943306,Silver Bulletin,0.981249988,0.000175,0.018575
3069,KY,2024-08-18,34.95217133,2.995722055,60.79132843,Silver Bulletin,0.00415,0.000425,0.995424986
3070,WV,2024-08-18,28.90629959,3.355376005,66.3451767,Silver Bulletin,0.00465,0.00095,0.994400024
3071,WI,2024-08-18,48.68021011,3.351025105,46.90550995,Silver Bulletin,0.61680001,7.5e-05,0.383125007
3072,ID,2024-08-18,31.55522919,4.351644039,61.42860031,Silver Bulletin,0.0049,0.0022,0.992900014
3073,AZ,2024-08-18,48.17004013,2.280111074,48.09194183,Silver Bulletin,0.504199982,7.5e-05,0.495725006
3074,MS,2024-08-18,40.02088165,2.960968018,56.19319153,Silver Bulletin,0.061225001,0.000975,0.93779999
3075,NJ,2024-08-18,54.13159943,3.348659992,41.57569885,Silver Bulletin,0.962475002,0.000525,0.037
3076,PA,2024-08-18,48.42874908,3.07585001,47.70441818,Silver Bulletin,0.549199998,2.5e-05,0.450774997
3077,KS,2024-08-18,39.26583862,4.031032085,55.13648987,Silver Bulletin,0.013125,0.000875,0.986000001
3078,TX,2024-08-18,44.43275833,3.266282082,51.33993149,Silver Bulletin,0.133375004,0.000325,0.866299987
3079,LA,2024-08-18,38.77510071,3.107232094,57.14068985,Silver Bulletin,0.017000001,0.000575,0.982424974
3080,ID,2024-08-19,31.47686005,4.36130619,61.51190186,Silver Bulletin,0.0045,0.0021,0.993399978
3081,FL,2024-08-19,45.40237045,3.099028111,50.6822319,Silver Bulletin,0.183799997,2.5e-05,0.816174984
3082,CO,2024-08-19,51.37094116,4.10750103,42.49111938,Silver Bulletin,0.909250021,0.00145,0.089299999
3083,IN,2024-08-19,39.72863007,3.615447998,55.4209404,Silver Bulletin,0.013475,0.000725,0.985800028
3084,GA,2024-08-19,47.37181091,2.631833076,49.28123093,Silver Bulletin,0.370000005,2.5e-05,0.629975021
3085,MN,2024-08-19,51.31090927,3.57517004,43.44842148,Silver Bulletin,0.908500016,0.000225,0.091274999
3086,NJ,2024-08-19,54.22159958,3.322633028,41.51213837,Silver Bulletin,0.965475023,0.000725,0.033799998
3087,PA,2024-08-19,48.43988037,3.136432886,47.64522934,Silver Bulletin,0.555774987,0.0,0.444225013
3088,DC,2024-08-19,86.54271698,2.37905407,7.146778107,Silver Bulletin,0.999450028,0.000525,2.5e-05
3089,HI,2024-08-19,60.53562927,3.859878063,34.32358932,Silver Bulletin,0.959874988,0.002825,0.037300002
3090,SC,2024-08-19,41.89196014,3.02677989,54.25223923,Silver Bulletin,0.039124999,0.000425,0.960449994
3091,NH,2024-08-19,50.2968483,3.830540895,44.91643143,Silver Bulletin,0.758350015,0.000175,0.241475001
3092,UT,2024-08-19,36.23971939,4.503190994,56.61751175,Silver Bulletin,0.0261,0.003225,0.970674992
3093,NE-01,2024-08-19,39.14997864,4.096415997,55.03144073,Silver Bulletin,0.016075,0.001175,0.982749999
3094,KS,2024-08-19,39.29127884,3.938175917,55.20771027,Silver Bulletin,0.0123,0.001025,0.986675024
3095,MD,2024-08-19,61.32987976,3.744362116,33.42488861,Silver Bulletin,0.997399986,0.00115,0.00145
3096,MI,2024-08-19,48.7481308,3.577519894,46.61877823,Silver Bulletin,0.642925024,7.5e-05,0.356999993
3097,AK,2024-08-19,40.95709991,4.40076685,52.35060883,Silver Bulletin,0.193875,0.00565,0.800475001
3098,KY,2024-08-19,34.89229965,2.89705205,60.95378113,Silver Bulletin,0.003525,0.000575,0.995899975
3099,WY,2024-08-19,26.46351051,2.615367889,67.70681,Silver Bulletin,0.002125,0.00145,0.996424973
3100,OR,2024-08-19,51.38409042,4.635875225,41.83121872,Silver Bulletin,0.935874999,0.00065,0.063474998
3101,AL,2024-08-19,35.68809128,2.981334925,60.46722031,Silver Bulletin,0.007325,0.0006,0.992075026
3102,OK,2024-08-19,31.47806931,3.511995077,63.65431976,Silver Bulletin,0.00175,0.00085,0.997399986
3103,WI,2024-08-19,48.8610611,3.259596109,46.8245697,Silver Bulletin,0.633424997,7.5e-05,0.36649999
3104,WA,2024-08-19,54.05099106,4.31651783,39.280159,Silver Bulletin,0.983099997,0.0004,0.0165
3105,NE,2024-08-19,37.39749146,3.927369118,57.00735092,Silver Bulletin,0.0063,0.000525,0.99317503
3106,ME-02,2024-08-19,45.17358017,2.156193972,51.55995941,Silver Bulletin,0.238399997,0.000475,0.761125028
3107,TX,2024-08-19,44.43534088,3.173634052,51.42956161,Silver Bulletin,0.126525,0.000425,0.873049974
3108,ND,2024-08-19,30.66186905,4.220117092,62.80107117,Silver Bulletin,0.0062,0.002425,0.991375029
3109,ME,2024-08-19,52.04705048,2.050095081,44.76787949,Silver Bulletin,0.803725004,7.5e-05,0.196199998
3110,IL,2024-08-19,54.80067062,3.729072094,40.24734879,Silver Bulletin,0.990875006,0.000525,0.0086
3111,MA,2024-08-19,61.19802094,3.872966051,33.39754868,Silver Bulletin,0.993974984,0.001425,0.0046
3112,WV,2024-08-19,28.85242081,3.297811985,66.45810699,Silver Bulletin,0.00415,0.000975,0.994875014
3113,NE-03,2024-08-19,22.44124985,3.621716976,71.86418915,Silver Bulletin,0.001275,0.00145,0.997274995
3114,AR,2024-08-19,33.99565887,3.618829012,60.75392151,Silver Bulletin,0.005875,0.0012,0.992924988
3115,NV,2024-08-19,47.41416931,3.746030092,47.2469101,Silver Bulletin,0.507525027,0.000175,0.492300004
3116,AZ,2024-08-19,47.80419922,2.470844984,48.25669098,Silver Bulletin,0.469099998,0.0003,0.530600011
3117,MS,2024-08-19,40.05281067,2.804218054,56.31779861,Silver Bulletin,0.060800001,0.000825,0.938374996
3118,CA,2024-08-19,60.3535614,3.831764936,33.93907928,Silver Bulletin,0.997574985,0.0007,0.001725
3119,CT,2024-08-19,55.66352081,3.330785036,40.1505394,Silver Bulletin,0.983250022,0.000725,0.016024999
3120,VT,2024-08-19,60.882061,4.392029762,31.93886948,Silver Bulletin,0.989974976,0.0027,0.007325
3121,NM,2024-08-19,50.52230835,4.580645084,43.39934921,Silver Bulletin,0.847074986,0.000575,0.152349994
3122,MT,2024-08-19,39.24322891,3.302674055,55.69594955,Silver Bulletin,0.0392,0.000125,0.960675001
3123,DE,2024-08-19,52.57252121,3.356506109,43.2232399,Silver Bulletin,0.948899984,0.000475,0.050625
3124,VA,2024-08-19,50.11059952,3.774535894,45.07472992,Silver Bulletin,0.819249988,0.000125,0.180625007
3125,SD,2024-08-19,34.39440918,3.820278883,60.3340683,Silver Bulletin,0.0135,0.001475,0.985024989
3126,IA,2024-08-19,42.97612,3.679538965,51.97941971,Silver Bulletin,0.110950001,0.0011,0.887950003
3127,LA,2024-08-19,38.73661041,3.037403107,57.24161148,Silver Bulletin,0.016625,0.0007,0.982675016
3128,MO,2024-08-19,39.6018486,3.495663881,55.72615814,Silver Bulletin,0.007075,0.00065,0.992275
3129,ME-01,2024-08-19,57.45417023,2.657020092,38.37667084,Silver Bulletin,0.982150018,5e-05,0.0178
3130,NE-02,2024-08-19,48.71218109,4.031085014,45.9920311,Silver Bulletin,0.659174979,0.00115,0.339675009
3131,RI,2024-08-19,55.5951004,3.762701035,39.38039017,Silver Bulletin,0.975024998,0.000875,0.0241
3132,OH,2024-08-19,43.32347107,3.882689953,51.77796173,Silver Bulletin,0.080750003,0.000275,0.918974996
3133,NC,2024-08-19,47.45698166,2.783866882,48.89091873,Silver Bulletin,0.394400001,0.0,0.605599999
3134,NY,2024-08-19,56.31529999,1.652233005,40.53184891,Silver Bulletin,0.98605001,0.0001,0.01385
3135,TN,2024-08-19,36.15753937,3.182957888,59.52209091,Silver Bulletin,0.003625,0.000475,0.995899975
3136,TN,2024-08-20,36.15139008,3.227474928,59.4776001,Silver Bulletin,0.003375,0.000675,0.995949984
3137,NE-03,2024-08-20,22.45697975,3.587030888,71.8879776,Silver Bulletin,0.0012,0.00115,0.997650027
3138,MT,2024-08-20,39.2657814,3.315385103,55.65895081,Silver Bulletin,0.0394,0.000175,0.960425019
3139,DC,2024-08-20,86.52353668,2.381968975,7.144929886,Silver Bulletin,0.999525011,0.0004,7.5e-05
3140,WV,2024-08-20,28.88195992,3.298619986,66.42249298,Silver Bulletin,0.004325,0.0009,0.994774997
3141,MS,2024-08-20,40.05014038,2.842839003,56.28184891,Silver Bulletin,0.061149999,0.0006,0.938250005
3142,NJ,2024-08-20,54.28791046,3.297157049,41.47444916,Silver Bulletin,0.967575014,0.000575,0.031849999
3143,SC,2024-08-20,41.90682983,3.051896095,54.21429825,Silver Bulletin,0.039349999,0.00055,0.960099995
3144,AK,2024-08-20,40.98368073,4.426838875,52.30130005,Silver Bulletin,0.196024999,0.005625,0.798349977
3145,NM,2024-08-20,50.54563904,4.587557793,43.36542892,Silver Bulletin,0.849825025,0.000325,0.149849996
3146,GA,2024-08-20,47.38212967,2.650058985,49.24993896,Silver Bulletin,0.371924996,2.5e-05,0.628050029
3147,UT,2024-08-20,36.24848175,4.585618019,56.52437973,Silver Bulletin,0.026975,0.002875,0.970149994
3148,ND,2024-08-20,30.71486092,4.183452129,62.77365112,Silver Bulletin,0.006125,0.002475,0.991400003
3149,AR,2024-08-20,34.02119064,3.629992962,60.7221489,Silver Bulletin,0.005275,0.001125,0.993600011
3150,KS,2024-08-20,39.31351089,3.959186077,55.16466141,Silver Bulletin,0.012025,0.000875,0.987100005
3151,LA,2024-08-20,38.74557114,3.05724597,57.21503067,Silver Bulletin,0.01785,0.0006,0.981549978
3152,ID,2024-08-20,31.51382065,4.375668049,61.45484924,Silver Bulletin,0.004725,0.00235,0.992924988
3153,CO,2024-08-20,51.39479065,4.143290997,42.43257904,Silver Bulletin,0.909375012,0.001275,0.08935
3154,IN,2024-08-20,39.76337051,3.612319946,55.39046097,Silver Bulletin,0.014425,0.0005,0.985074997
3155,CT,2024-08-20,55.71834946,3.346328974,40.0811615,Silver Bulletin,0.984224975,0.00045,0.015325
3156,CA,2024-08-20,60.39237976,3.808794022,33.91625977,Silver Bulletin,0.99742502,0.000875,0.0017
3157,ME,2024-08-20,52.07378006,2.043693066,44.74515915,Silver Bulletin,0.804525018,0.00015,0.195325002
3158,MN,2024-08-20,51.28905869,3.58228302,43.44836044,Silver Bulletin,0.907074988,0.0001,0.092825003
3159,RI,2024-08-20,55.64537811,3.76086092,39.33184052,Silver Bulletin,0.975075006,0.000675,0.024250001
3160,MI,2024-08-20,48.73014069,3.561536074,46.66506958,Silver Bulletin,0.638750017,5e-05,0.361200005
3161,MO,2024-08-20,39.64052963,3.474510908,55.70817184,Silver Bulletin,0.007025,0.000775,0.992200017
3162,WA,2024-08-20,54.08718109,4.330809116,39.23374939,Silver Bulletin,0.984000027,0.000425,0.015575
3163,NE-01,2024-08-20,39.1894989,4.127689838,54.96207047,Silver Bulletin,0.016450001,0.00125,0.982299984
3164,OR,2024-08-20,51.41442108,4.630155087,41.81214905,Silver Bulletin,0.936975002,0.0005,0.062524997
3165,OH,2024-08-20,43.32975006,3.889774084,51.76126862,Silver Bulletin,0.078374997,0.000225,0.921400011
3166,ME-01,2024-08-20,57.48311996,2.640288115,38.35475159,Silver Bulletin,0.981899977,2.5e-05,0.018075
3167,DE,2024-08-20,52.62100983,3.345899105,43.18952179,Silver Bulletin,0.950950027,0.000275,0.048774999
3168,KY,2024-08-20,34.9159584,2.936127901,60.88399124,Silver Bulletin,0.00395,0.000925,0.995124996
3169,IA,2024-08-20,43.01725006,3.656419992,51.95851898,Silver Bulletin,0.111675002,0.00105,0.887274981
3170,IL,2024-08-20,54.82814026,3.713676929,40.23244858,Silver Bulletin,0.990849972,0.00065,0.0085
3171,FL,2024-08-20,45.4198494,3.110304117,50.6531105,Silver Bulletin,0.184699997,5e-05,0.815249979
3172,AL,2024-08-20,35.69524002,3.018488884,60.41701126,Silver Bulletin,0.007625,0.000525,0.991850019
3173,NV,2024-08-20,47.40879822,3.746571064,47.2427597,Silver Bulletin,0.508424997,0.0001,0.491474986
3174,VA,2024-08-20,50.26639175,3.819924116,44.86219025,Silver Bulletin,0.836099982,0.000175,0.163725004
3175,HI,2024-08-20,60.55348969,3.890579939,34.27877045,Silver Bulletin,0.95964998,0.002925,0.037425
3176,NE-02,2024-08-20,50.32529068,2.933726072,45.35705185,Silver Bulletin,0.782649994,0.0,0.217350006
3177,OK,2024-08-20,31.49338913,3.553946972,63.58654022,Silver Bulletin,0.0016,0.00075,0.997650027
3178,MD,2024-08-20,61.34149933,3.775337934,33.38806915,Silver Bulletin,0.997699976,0.000975,0.001325
3179,TX,2024-08-20,44.44874954,3.211190939,51.3789711,Silver Bulletin,0.129024997,0.000375,0.870599985
3180,PA,2024-08-20,48.38420868,3.156056881,47.68114853,Silver Bulletin,0.550300002,2.5e-05,0.449674994
3181,NE,2024-08-20,37.98374176,3.538048029,56.77013016,Silver Bulletin,0.007125,0.000325,0.992550015
3182,SD,2024-08-20,34.41418839,3.834923029,60.3044281,Silver Bulletin,0.01385,0.0017,0.984449983
3183,NY,2024-08-20,56.3431282,1.656293035,40.49282074,Silver Bulletin,0.985650003,5e-05,0.0143
3184,NH,2024-08-20,50.41049957,3.577336073,45.05400085,Silver Bulletin,0.757324994,0.00015,0.242524996
3185,ME-02,2024-08-20,45.19379044,2.158597946,51.54256821,Silver Bulletin,0.238999993,0.00055,0.760450006
3186,VT,2024-08-20,60.94031143,4.36702013,31.90685081,Silver Bulletin,0.990774989,0.002025,0.0072
3187,NC,2024-08-20,47.51747131,2.763799906,48.84986877,Silver Bulletin,0.402949989,0.0,0.597050011
3188,MA,2024-08-20,61.19906998,3.92634201,33.344841,Silver Bulletin,0.993749976,0.001775,0.004475
3189,AZ,2024-08-20,47.81460953,2.458271027,48.25263977,Silver Bulletin,0.467900008,0.0001,0.532000005
3190,WI,2024-08-20,48.83480072,3.295327902,46.8175087,Silver Bulletin,0.632600009,2.5e-05,0.367374986
3191,WY,2024-08-20,26.51807976,2.570229053,67.69702911,Silver Bulletin,0.002,0.00165,0.99634999
3192,ME-01,2024-08-21,58.32682037,2.557328939,37.59394073,Silver Bulletin,0.987275004,0.0,0.012725
3193,MI,2024-08-21,48.69929886,3.50869298,46.74209976,Silver Bulletin,0.633724988,0.000125,0.366149992
3194,WY,2024-08-21,25.84297943,2.538995981,68.41378021,Silver Bulletin,0.00185,0.00145,0.996699989
3195,VA,2024-08-21,50.27539063,3.745017052,44.93082809,Silver Bulletin,0.832549989,0.000175,0.167274997
3196,SC,2024-08-21,41.66785049,2.983700991,54.51919174,Silver Bulletin,0.033799998,0.00045,0.965749979
3197,ID,2024-08-21,30.94031906,4.385100842,62.03163147,Silver Bulletin,0.0034,0.002525,0.994075
3198,NV,2024-08-21,47.25434875,3.718503952,47.43346024,Silver Bulletin,0.485249996,0.000275,0.514474988
3199,DC,2024-08-21,87.643013,2.114572048,6.331373215,Silver Bulletin,0.999674976,0.0003,2.5e-05
3200,CT,2024-08-21,55.9630394,3.238145113,39.94115067,Silver Bulletin,0.985625029,0.000525,0.01385
3201,AZ,2024-08-21,47.7444191,2.427541018,48.3571701,Silver Bulletin,0.457500011,0.0002,0.542299986
3202,AK,2024-08-21,40.71537018,4.407559872,52.58353043,Silver Bulletin,0.182475001,0.006125,0.811399996
3203,NM,2024-08-21,50.60242844,4.525660038,43.36629105,Silver Bulletin,0.853100002,0.000575,0.146325007
3204,CA,2024-08-21,60.47930908,3.795521021,33.85018921,Silver Bulletin,0.997475028,0.000925,0.0016
3205,KS,2024-08-21,38.98191071,3.884237051,55.55884171,Silver Bulletin,0.009325,0.001125,0.989549994
3206,MD,2024-08-21,61.78540039,3.609596968,33.10348129,Silver Bulletin,0.997624993,0.0011,0.001275
3207,HI,2024-08-21,60.70832062,4.092997074,33.91062927,Silver Bulletin,0.961175025,0.003675,0.035149999
